ID:2, next hop:7798, cost:75
ID:30, next hop:774, cost:50
ID:450, next hop:3622, cost:75
ID:500, next hop:3622, cost:75
ID:503, next hop:774, cost:75
ID:774, next hop:774, cost:25
ID:810, next hop:810, cost:75
ID:863, next hop:8750, cost:50
ID:970, next hop:970, cost:75
ID:1046, next hop:3622, cost:75
ID:1183, next hop:1183, cost:0
ID:1375, next hop:774, cost:75
ID:1405, next hop:3622, cost:75
ID:1576, next hop:774, cost:50
ID:1613, next hop:8750, cost:50
ID:1693, next hop:8750, cost:75
ID:1844, next hop:774, cost:75
ID:1930, next hop:3622, cost:100
ID:1975, next hop:774, cost:50
ID:2151, next hop:5818, cost:100
ID:2201, next hop:774, cost:75
ID:2227, next hop:7798, cost:75
ID:2315, next hop:7798, cost:50
ID:2320, next hop:3622, cost:50
ID:2387, next hop:8750, cost:75
ID:2573, next hop:8750, cost:50
ID:2780, next hop:8750, cost:75
ID:3020, next hop:774, cost:50
ID:3168, next hop:8750, cost:50
ID:3178, next hop:8750, cost:75
ID:3196, next hop:3622, cost:75
ID:3522, next hop:3622, cost:100
ID:3523, next hop:3622, cost:75
ID:3622, next hop:3622, cost:25
ID:3693, next hop:3693, cost:50
ID:3922, next hop:7403, cost:75
ID:4021, next hop:4021, cost:75
ID:4534, next hop:774, cost:75
ID:4938, next hop:7798, cost:75
ID:4965, next hop:7798, cost:75
ID:4999, next hop:7798, cost:75
ID:5029, next hop:8750, cost:100
ID:5096, next hop:3622, cost:50
ID:5220, next hop:3622, cost:75
ID:5257, next hop:774, cost:100
ID:5379, next hop:774, cost:100
ID:5389, next hop:3622, cost:75
ID:5422, next hop:5818, cost:75
ID:5473, next hop:8750, cost:75
ID:5480, next hop:5480, cost:100
ID:5652, next hop:774, cost:100
ID:5670, next hop:7798, cost:75
ID:5712, next hop:774, cost:75
ID:5800, next hop:774, cost:75
ID:5818, next hop:5818, cost:50
ID:5878, next hop:5878, cost:100
ID:5901, next hop:3622, cost:75
ID:6030, next hop:3622, cost:75
ID:6289, next hop:3622, cost:75
ID:6294, next hop:3622, cost:50
ID:6319, next hop:3622, cost:50
ID:6497, next hop:7798, cost:75
ID:6691, next hop:7510, cost:75
ID:6819, next hop:7798, cost:75
ID:6872, next hop:3622, cost:100
ID:6945, next hop:774, cost:75
ID:7019, next hop:774, cost:75
ID:7028, next hop:8750, cost:75
ID:7397, next hop:774, cost:75
ID:7403, next hop:7403, cost:50
ID:7510, next hop:7510, cost:50
ID:7607, next hop:3622, cost:75
ID:7631, next hop:774, cost:75
ID:7657, next hop:774, cost:100
ID:7664, next hop:8750, cost:50
ID:7771, next hop:8750, cost:75
ID:7798, next hop:7798, cost:25
ID:8062, next hop:3622, cost:100
ID:8087, next hop:774, cost:75
ID:8161, next hop:970, cost:100
ID:8210, next hop:8750, cost:50
ID:8405, next hop:3622, cost:75
ID:8463, next hop:774, cost:50
ID:8507, next hop:7798, cost:100
ID:8575, next hop:8750, cost:50
ID:8687, next hop:5818, cost:75
ID:8729, next hop:8750, cost:75
ID:8750, next hop:8750, cost:25
ID:8784, next hop:7798, cost:75
ID:8874, next hop:7798, cost:100
ID:8942, next hop:774, cost:100
ID:9031, next hop:7798, cost:100
ID:9259, next hop:8750, cost:75
ID:9440, next hop:774, cost:75
ID:9492, next hop:7798, cost:75
ID:9497, next hop:774, cost:75
ID:9595, next hop:774, cost:75
ID:9685, next hop:3622, cost:50
ID:9855, next hop:774, cost:50
ID:9965, next hop:3622, cost:100
